meeting_date,item_id,item_title,member,vote
2024-04-08,32877,"8:30 p.m. - 9:00 p.m. Request to Direct the Town Clerk to advertise a Notice of Intent to Adopt Text Amendments Related to Preserving and Enhancing Tree Canopy in Chapters 17, 18 and 27 and creating a new Tree Advocacy Committee to replace the Tree Board.",Chuck Anderson,Aye
2024-04-08,32877,"8:30 p.m. - 9:00 p.m. Request to Direct the Town Clerk to advertise a Notice of Intent to Adopt Text Amendments Related to Preserving and Enhancing Tree Canopy in Chapters 17, 18 and 27 and creating a new Tree Advocacy Committee to replace the Tree Board.",Roy Baldwin,Aye
2024-04-08,32877,"8:30 p.m. - 9:00 p.m. Request to Direct the Town Clerk to advertise a Notice of Intent to Adopt Text Amendments Related to Preserving and Enhancing Tree Canopy in Chapters 17, 18 and 27 and creating a new Tree Advocacy Committee to replace the Tree Board.",Ray Brill Jr.,Aye
2024-04-08,32877,"8:30 p.m. - 9:00 p.m. Request to Direct the Town Clerk to advertise a Notice of Intent to Adopt Text Amendments Related to Preserving and Enhancing Tree Canopy in Chapters 17, 18 and 27 and creating a new Tree Advocacy Committee to replace the Tree Board.",Jessica Ramakis,Aye
2024-04-08,32877,"8:30 p.m. - 9:00 p.m. Request to Direct the Town Clerk to advertise a Notice of Intent to Adopt Text Amendments Related to Preserving and Enhancing Tree Canopy in Chapters 17, 18 and 27 and creating a new Tree Advocacy Committee to replace the Tree Board.",Howard J. Springsteen,Aye
2024-04-08,32877,"8:30 p.m. - 9:00 p.m. Request to Direct the Town Clerk to advertise a Notice of Intent to Adopt Text Amendments Related to Preserving and Enhancing Tree Canopy in Chapters 17, 18 and 27 and creating a new Tree Advocacy Committee to replace the Tree Board.",Linda Colbert,Aye
2024-04-08,32874,"9:00 p.m. - 9:30 p.m. Request to Award a Design Contract to Whitman, Requardt & Associates, LLP, for Nutley Street Culvert Replacement.",Sandra Allen,Aye
2024-04-08,32874,"9:00 p.m. - 9:30 p.m. Request to Award a Design Contract to Whitman, Requardt & Associates, LLP, for Nutley Street Culvert Replacement.",Chuck Anderson,Aye
2024-04-08,32874,"9:00 p.m. - 9:30 p.m. Request to Award a Design Contract to Whitman, Requardt & Associates, LLP, for Nutley Street Culvert Replacement.",Roy Baldwin,Aye
2024-04-08,32874,"9:00 p.m. - 9:30 p.m. Request to Award a Design Contract to Whitman, Requardt & Associates, LLP, for Nutley Street Culvert Replacement.",Ray Brill Jr.,Aye
2024-04-08,32874,"9:00 p.m. - 9:30 p.m. Request to Award a Design Contract to Whitman, Requardt & Associates, LLP, for Nutley Street Culvert Replacement.",Jessica Ramakis,Aye
2024-04-08,32874,"9:00 p.m. - 9:30 p.m. Request to Award a Design Contract to Whitman, Requardt & Associates, LLP, for Nutley Street Culvert Replacement.",Howard J. Springsteen,Aye
2024-04-08,32874,"9:00 p.m. - 9:30 p.m. Request to Award a Design Contract to Whitman, Requardt & Associates, LLP, for Nutley Street Culvert Replacement.",Linda Colbert,Aye
2024-04-08,32873,"9:30 p.m. - 10:00 p.m. Request to Approve Design Contract for Ayr Hill Avenue, NW, Traffic Calming Improvements at the Lawyers Road Intersection",Sandra Allen,Nay
2024-04-08,32873,"9:30 p.m. - 10:00 p.m. Request to Approve Design Contract for Ayr Hill Avenue, NW, Traffic Calming Improvements at the Lawyers Road Intersection",Chuck Anderson,Aye
2024-04-08,32873,"9:30 p.m. - 10:00 p.m. Request to Approve Design Contract for Ayr Hill Avenue, NW, Traffic Calming Improvements at the Lawyers Road Intersection",Roy Baldwin,Aye
2024-04-08,32873,"9:30 p.m. - 10:00 p.m. Request to Approve Design Contract for Ayr Hill Avenue, NW, Traffic Calming Improvements at the Lawyers Road Intersection",Ray Brill Jr.,Aye
2024-04-08,32873,"9:30 p.m. - 10:00 p.m. Request to Approve Design Contract for Ayr Hill Avenue, NW, Traffic Calming Improvements at the Lawyers Road Intersection",Jessica Ramakis,Aye
2024-04-08,32873,"9:30 p.m. - 10:00 p.m. Request to Approve Design Contract for Ayr Hill Avenue, NW, Traffic Calming Improvements at the Lawyers Road Intersection",Howard J. Springsteen,Aye
2024-04-08,32873,"9:30 p.m. - 10:00 p.m. Request to Approve Design Contract for Ayr Hill Avenue, NW, Traffic Calming Improvements at the Lawyers Road Intersection",Linda Colbert,Aye
2024-04-08,32883,Meeting Adjournment,Sandra Allen,Aye
2024-04-08,32883,Meeting Adjournment,Chuck Anderson,Aye
2024-04-08,32883,Meeting Adjournment,Roy Baldwin,Aye
2024-04-08,32883,Meeting Adjournment,Ray Brill Jr.,Aye
2024-04-08,32883,Meeting Adjournment,Jessica Ramakis,Aye
2024-04-08,32883,Meeting Adjournment,Howard J. Springsteen,Aye
2024-04-08,32883,Meeting Adjournment,Linda Colbert,Aye
2024-03-18,32784,Closed Session Report,Sandra Allen,Aye
2024-03-18,32784,Closed Session Report,Chuck Anderson,Absent
2024-03-18,32784,Closed Session Report,Roy Baldwin,Aye
2024-03-18,32784,Closed Session Report,Ray Brill Jr.,Aye
2024-03-18,32784,Closed Session Report,Jessica Ramakis,Aye
2024-03-18,32784,Closed Session Report,Howard J. Springsteen,Aye
2024-03-18,32784,Closed Session Report,Linda Colbert,Aye
2024-03-18,32778,8:30 p.m. - 10:30 p.m. - Public Hearing on the Necessity for Public Improvements Within the Windover Heights Historic District Adjacent to and/or on the property 288 Windover Avenue NW,Sandra Allen,Aye
2024-03-18,32778,8:30 p.m. - 10:30 p.m. - Public Hearing on the Necessity for Public Improvements Within the Windover Heights Historic District Adjacent to and/or on the property 288 Windover Avenue NW,Chuck Anderson,Absent
2024-03-18,32778,8:30 p.m. - 10:30 p.m. - Public Hearing on the Necessity for Public Improvements Within the Windover Heights Historic District Adjacent to and/or on the property 288 Windover Avenue NW,Roy Baldwin,Aye
2024-03-18,32778,8:30 p.m. - 10:30 p.m. - Public Hearing on the Necessity for Public Improvements Within the Windover Heights Historic District Adjacent to and/or on the property 288 Windover Avenue NW,Ray Brill Jr.,Aye
2024-03-18,32778,8:30 p.m. - 10:30 p.m. - Public Hearing on the Necessity for Public Improvements Within the Windover Heights Historic District Adjacent to and/or on the property 288 Windover Avenue NW,Jessica Ramakis,Aye
2024-03-18,32778,8:30 p.m. - 10:30 p.m. - Public Hearing on the Necessity for Public Improvements Within the Windover Heights Historic District Adjacent to and/or on the property 288 Windover Avenue NW,Howard J. Springsteen,Aye
2024-03-18,32778,8:30 p.m. - 10:30 p.m. - Public Hearing on the Necessity for Public Improvements Within the Windover Heights Historic District Adjacent to and/or on the property 288 Windover Avenue NW,Linda Colbert,Aye
2024-03-18,32771,10:30 p.m. - 10:35 p.m. - Consent Agenda,Sandra Allen,Aye
2024-03-18,32771,10:30 p.m. - 10:35 p.m. - Consent Agenda,Chuck Anderson,Absent
2024-03-18,32771,10:30 p.m. - 10:35 p.m. - Consent Agenda,Roy Baldwin,Aye
2024-03-18,32771,10:30 p.m. - 10:35 p.m. - Consent Agenda,Ray Brill Jr.,Aye
2024-03-18,32771,10:30 p.m. - 10:35 p.m. - Consent Agenda,Jessica Ramakis,Aye
2024-03-18,32771,10:30 p.m. - 10:35 p.m. - Consent Agenda,Howard J. Springsteen,Aye
2024-03-18,32771,10:30 p.m. - 10:35 p.m. - Consent Agenda,Linda Colbert,Aye
2024-03-18,32774,10:45 p.m. - 11:00 p.m. - Reallocate AARPA and CIP,Sandra Allen,Aye
2024-03-18,32774,10:45 p.m. - 11:00 p.m. - Reallocate AARPA and CIP,Chuck Anderson,Absent
2024-03-18,32774,10:45 p.m. - 11:00 p.m. - Reallocate AARPA and CIP,Roy Baldwin,Aye
2024-03-18,32774,10:45 p.m. - 11:00 p.m. - Reallocate AARPA and CIP,Ray Brill Jr.,Aye
2024-03-18,32774,10:45 p.m. - 11:00 p.m. - Reallocate AARPA and CIP,Jessica Ramakis,Aye
2024-03-18,32774,10:45 p.m. - 11:00 p.m. - Reallocate AARPA and CIP,Howard J. Springsteen,Aye
2024-03-18,32774,10:45 p.m. - 11:00 p.m. - Reallocate AARPA and CIP,Linda Colbert,Aye
2024-03-18,32851,10:30 p.m. - 10:35 p.m. - Consent Agenda,Sandra Allen,Aye
2024-03-18,32851,10:30 p.m. - 10:35 p.m. - Consent Agenda,Chuck Anderson,Absent
2024-03-18,32851,10:30 p.m. - 10:35 p.m. - Consent Agenda,Roy Baldwin,Aye
2024-03-18,32851,10:30 p.m. - 10:35 p.m. - Consent Agenda,Ray Brill Jr.,Aye
2024-03-18,32851,10:30 p.m. - 10:35 p.m. - Consent Agenda,Jessica Ramakis,Aye
2024-03-18,32851,10:30 p.m. - 10:35 p.m. - Consent Agenda,Howard J. Springsteen,Aye
2024-03-18,32851,10:30 p.m. - 10:35 p.m. - Consent Agenda,Linda Colbert,Aye
2024-03-04,32566,Closed Session Report,Sandra Allen,Aye
2024-03-04,32566,Closed Session Report,Chuck Anderson,Aye
2024-03-04,32566,Closed Session Report,Roy Baldwin,Aye
2024-03-04,32566,Closed Session Report,Ray Brill Jr.,Aye
2024-03-04,32566,Closed Session Report,Jessica Ramakis,Aye
2024-03-04,32566,Closed Session Report,Howard J. Springsteen,Aye
2024-03-04,32566,Closed Session Report,Linda Colbert,Aye
2024-03-04,32568,Consent Agenda 7:45 p.m. - 7:50 p.m.,Sandra Allen,Nay
2024-03-04,32568,Consent Agenda 7:45 p.m. - 7:50 p.m.,Chuck Anderson,Aye
2024-03-04,32568,Consent Agenda 7:45 p.m. - 7:50 p.m.,Roy Baldwin,Aye
2024-03-04,32568,Consent Agenda 7:45 p.m. - 7:50 p.m.,Ray Brill Jr.,Aye
2024-03-04,32568,Consent Agenda 7:45 p.m. - 7:50 p.m.,Jessica Ramakis,Aye
2024-03-04,32568,Consent Agenda 7:45 p.m. - 7:50 p.m.,Howard J. Springsteen,Aye
2024-03-04,32568,Consent Agenda 7:45 p.m. - 7:50 p.m.,Linda Colbert,Aye
2024-03-04,32570,"7:50 p.m. - 8:00 p.m. Request approval of Transportation Safety Commission (TSC) motion for Glyndon Street, SE, and Tapawingo Road, SE, Safety Improvements.",Sandra Allen,Nay
2024-03-04,32570,"7:50 p.m. - 8:00 p.m. Request approval of Transportation Safety Commission (TSC) motion for Glyndon Street, SE, and Tapawingo Road, SE, Safety Improvements.",Chuck Anderson,Aye
2024-03-04,32570,"7:50 p.m. - 8:00 p.m. Request approval of Transportation Safety Commission (TSC) motion for Glyndon Street, SE, and Tapawingo Road, SE, Safety Improvements.",Roy Baldwin,Nay
2024-03-04,32570,"7:50 p.m. - 8:00 p.m. Request approval of Transportation Safety Commission (TSC) motion for Glyndon Street, SE, and Tapawingo Road, SE, Safety Improvements.",Ray Brill Jr.,Aye
2024-03-04,32570,"7:50 p.m. - 8:00 p.m. Request approval of Transportation Safety Commission (TSC) motion for Glyndon Street, SE, and Tapawingo Road, SE, Safety Improvements.",Jessica Ramakis,Aye
2024-03-04,32570,"7:50 p.m. - 8:00 p.m. Request approval of Transportation Safety Commission (TSC) motion for Glyndon Street, SE, and Tapawingo Road, SE, Safety Improvements.",Howard J. Springsteen,Aye
2024-03-04,32570,"7:50 p.m. - 8:00 p.m. Request approval of Transportation Safety Commission (TSC) motion for Glyndon Street, SE, and Tapawingo Road, SE, Safety Improvements.",Linda Colbert,Aye
2024-03-04,32571,"8:00 p.m. - 8:20 p.m. Request approval of Transportation Safety Commission (TSC) motion for Ayr Hill Avenue, NW, traffic calming.",Sandra Allen,Nay
2024-03-04,32571,"8:00 p.m. - 8:20 p.m. Request approval of Transportation Safety Commission (TSC) motion for Ayr Hill Avenue, NW, traffic calming.",Chuck Anderson,Aye
2024-03-04,32571,"8:00 p.m. - 8:20 p.m. Request approval of Transportation Safety Commission (TSC) motion for Ayr Hill Avenue, NW, traffic calming.",Roy Baldwin,Aye
2024-03-04,32571,"8:00 p.m. - 8:20 p.m. Request approval of Transportation Safety Commission (TSC) motion for Ayr Hill Avenue, NW, traffic calming.",Ray Brill Jr.,Aye
2024-03-04,32571,"8:00 p.m. - 8:20 p.m. Request approval of Transportation Safety Commission (TSC) motion for Ayr Hill Avenue, NW, traffic calming.",Jessica Ramakis,Aye
2024-03-04,32571,"8:00 p.m. - 8:20 p.m. Request approval of Transportation Safety Commission (TSC) motion for Ayr Hill Avenue, NW, traffic calming.",Howard J. Springsteen,Aye
2024-03-04,32571,"8:00 p.m. - 8:20 p.m. Request approval of Transportation Safety Commission (TSC) motion for Ayr Hill Avenue, NW, traffic calming.",Linda Colbert,Aye
2024-03-04,32576,"8:20 p.m. - 8:40 p.m. Request $50,000 of funding from the Maud Robinson Trust to be used for the planting of new trees.",Sandra Allen,Aye
2024-03-04,32576,"8:20 p.m. - 8:40 p.m. Request $50,000 of funding from the Maud Robinson Trust to be used for the planting of new trees.",Chuck Anderson,Aye
2024-03-04,32576,"8:20 p.m. - 8:40 p.m. Request $50,000 of funding from the Maud Robinson Trust to be used for the planting of new trees.",Roy Baldwin,Aye
2024-03-04,32576,"8:20 p.m. - 8:40 p.m. Request $50,000 of funding from the Maud Robinson Trust to be used for the planting of new trees.",Ray Brill Jr.,Aye
2024-03-04,32576,"8:20 p.m. - 8:40 p.m. Request $50,000 of funding from the Maud Robinson Trust to be used for the planting of new trees.",Jessica Ramakis,Aye
2024-03-04,32576,"8:20 p.m. - 8:40 p.m. Request $50,000 of funding from the Maud Robinson Trust to be used for the planting of new trees.",Howard J. Springsteen,Aye
2024-03-04,32576,"8:20 p.m. - 8:40 p.m. Request $50,000 of funding from the Maud Robinson Trust to be used for the planting of new trees.",Linda Colbert,Aye
2024-03-04,32575,8:40 p.m. - 9:10 p.m. Request approval of Memorandum of Understanding (MOU) between Town of Vienna and Rotary Club of Vienna for 2024 Viva! Vienna! Festival and Brewfest,Sandra Allen,Nay
2024-03-04,32575,8:40 p.m. - 9:10 p.m. Request approval of Memorandum of Understanding (MOU) between Town of Vienna and Rotary Club of Vienna for 2024 Viva! Vienna! Festival and Brewfest,Chuck Anderson,Aye
2024-03-04,32575,8:40 p.m. - 9:10 p.m. Request approval of Memorandum of Understanding (MOU) between Town of Vienna and Rotary Club of Vienna for 2024 Viva! Vienna! Festival and Brewfest,Roy Baldwin,Aye
2024-03-04,32575,8:40 p.m. - 9:10 p.m. Request approval of Memorandum of Understanding (MOU) between Town of Vienna and Rotary Club of Vienna for 2024 Viva! Vienna! Festival and Brewfest,Ray Brill Jr.,Aye
2024-03-04,32575,8:40 p.m. - 9:10 p.m. Request approval of Memorandum of Understanding (MOU) between Town of Vienna and Rotary Club of Vienna for 2024 Viva! Vienna! Festival and Brewfest,Jessica Ramakis,Aye
2024-03-04,32575,8:40 p.m. - 9:10 p.m. Request approval of Memorandum of Understanding (MOU) between Town of Vienna and Rotary Club of Vienna for 2024 Viva! Vienna! Festival and Brewfest,Howard J. Springsteen,Aye
2024-03-04,32575,8:40 p.m. - 9:10 p.m. Request approval of Memorandum of Understanding (MOU) between Town of Vienna and Rotary Club of Vienna for 2024 Viva! Vienna! Festival and Brewfest,Linda Colbert,Aye
2024-03-04,32577,Meeting Adjournment,Sandra Allen,Aye
2024-03-04,32577,Meeting Adjournment,Chuck Anderson,Aye
2024-03-04,32577,Meeting Adjournment,Roy Baldwin,Aye
2024-03-04,32577,Meeting Adjournment,Ray Brill Jr.,Aye
2024-03-04,32577,Meeting Adjournment,Jessica Ramakis,Aye
2024-03-04,32577,Meeting Adjournment,Howard J. Springsteen,Aye
2024-03-04,32577,Meeting Adjournment,Linda Colbert,Aye
2024-02-26,32505,"Acceptance of the Regular Council Meeting Minutes of January 29, 2024, February 5, 2024 and the Conference Session Minutes of February 5, 2024 and February 12, 2024",Sandra Allen,Aye
2024-02-26,32505,"Acceptance of the Regular Council Meeting Minutes of January 29, 2024, February 5, 2024 and the Conference Session Minutes of February 5, 2024 and February 12, 2024",Chuck Anderson,Aye
2024-02-26,32505,"Acceptance of the Regular Council Meeting Minutes of January 29, 2024, February 5, 2024 and the Conference Session Minutes of February 5, 2024 and February 12, 2024",Roy Baldwin,Aye
2024-02-26,32505,"Acceptance of the Regular Council Meeting Minutes of January 29, 2024, February 5, 2024 and the Conference Session Minutes of February 5, 2024 and February 12, 2024",Ray Brill Jr.,Aye
2024-02-26,32505,"Acceptance of the Regular Council Meeting Minutes of January 29, 2024, February 5, 2024 and the Conference Session Minutes of February 5, 2024 and February 12, 2024",Jessica Ramakis,Aye
2024-02-26,32505,"Acceptance of the Regular Council Meeting Minutes of January 29, 2024, February 5, 2024 and the Conference Session Minutes of February 5, 2024 and February 12, 2024",Howard J. Springsteen,Aye
2024-02-26,32505,"Acceptance of the Regular Council Meeting Minutes of January 29, 2024, February 5, 2024 and the Conference Session Minutes of February 5, 2024 and February 12, 2024",Linda Colbert,Aye
2024-02-26,32495,Closed Session Report,Sandra Allen,Aye
2024-02-26,32495,Closed Session Report,Chuck Anderson,Aye
2024-02-26,32495,Closed Session Report,Roy Baldwin,Aye
2024-02-26,32495,Closed Session Report,Ray Brill Jr.,Aye
2024-02-26,32495,Closed Session Report,Jessica Ramakis,Aye
2024-02-26,32495,Closed Session Report,Howard J. Springsteen,Aye
2024-02-26,32495,Closed Session Report,Linda Colbert,Aye
2024-02-26,32497,Consent Agenda - 7:45 p.m. - 7:55 p.m.,Sandra Allen,Aye
2024-02-26,32497,Consent Agenda - 7:45 p.m. - 7:55 p.m.,Chuck Anderson,Aye
2024-02-26,32497,Consent Agenda - 7:45 p.m. - 7:55 p.m.,Roy Baldwin,Aye
2024-02-26,32497,Consent Agenda - 7:45 p.m. - 7:55 p.m.,Ray Brill Jr.,Aye
2024-02-26,32497,Consent Agenda - 7:45 p.m. - 7:55 p.m.,Jessica Ramakis,Aye
2024-02-26,32497,Consent Agenda - 7:45 p.m. - 7:55 p.m.,Howard J. Springsteen,Aye
2024-02-26,32497,Consent Agenda - 7:45 p.m. - 7:55 p.m.,Linda Colbert,Aye
2024-02-26,32646,"7:55 p.m. - 8:10 p.m. Consideration to Initiate Final Design of Robinson Trust Sidewalk Projects at Johnson Street, SW, Saint Andrews Drive, NE, Saint Bernard Drive, NE, Ridge Road, SW, and Frederick Street, SW.",Sandra Allen,Aye
2024-02-26,32646,"7:55 p.m. - 8:10 p.m. Consideration to Initiate Final Design of Robinson Trust Sidewalk Projects at Johnson Street, SW, Saint Andrews Drive, NE, Saint Bernard Drive, NE, Ridge Road, SW, and Frederick Street, SW.",Chuck Anderson,Aye
2024-02-26,32646,"7:55 p.m. - 8:10 p.m. Consideration to Initiate Final Design of Robinson Trust Sidewalk Projects at Johnson Street, SW, Saint Andrews Drive, NE, Saint Bernard Drive, NE, Ridge Road, SW, and Frederick Street, SW.",Roy Baldwin,Aye
2024-02-26,32646,"7:55 p.m. - 8:10 p.m. Consideration to Initiate Final Design of Robinson Trust Sidewalk Projects at Johnson Street, SW, Saint Andrews Drive, NE, Saint Bernard Drive, NE, Ridge Road, SW, and Frederick Street, SW.",Ray Brill Jr.,Aye
2024-02-26,32646,"7:55 p.m. - 8:10 p.m. Consideration to Initiate Final Design of Robinson Trust Sidewalk Projects at Johnson Street, SW, Saint Andrews Drive, NE, Saint Bernard Drive, NE, Ridge Road, SW, and Frederick Street, SW.",Jessica Ramakis,Aye
2024-02-26,32646,"7:55 p.m. - 8:10 p.m. Consideration to Initiate Final Design of Robinson Trust Sidewalk Projects at Johnson Street, SW, Saint Andrews Drive, NE, Saint Bernard Drive, NE, Ridge Road, SW, and Frederick Street, SW.",Howard J. Springsteen,Aye
2024-02-26,32646,"7:55 p.m. - 8:10 p.m. Consideration to Initiate Final Design of Robinson Trust Sidewalk Projects at Johnson Street, SW, Saint Andrews Drive, NE, Saint Bernard Drive, NE, Ridge Road, SW, and Frederick Street, SW.",Linda Colbert,Aye
2024-02-26,32501,8:10 p.m. - 8:25 p.m. Request approval of additional spending with Kimmel Bogrette Architecture as part of the Annex Long Term Use Study,Sandra Allen,Aye
2024-02-26,32501,8:10 p.m. - 8:25 p.m. Request approval of additional spending with Kimmel Bogrette Architecture as part of the Annex Long Term Use Study,Chuck Anderson,Aye
2024-02-26,32501,8:10 p.m. - 8:25 p.m. Request approval of additional spending with Kimmel Bogrette Architecture as part of the Annex Long Term Use Study,Roy Baldwin,Aye
2024-02-26,32501,8:10 p.m. - 8:25 p.m. Request approval of additional spending with Kimmel Bogrette Architecture as part of the Annex Long Term Use Study,Ray Brill Jr.,Aye
2024-02-26,32501,8:10 p.m. - 8:25 p.m. Request approval of additional spending with Kimmel Bogrette Architecture as part of the Annex Long Term Use Study,Jessica Ramakis,Aye
2024-02-26,32501,8:10 p.m. - 8:25 p.m. Request approval of additional spending with Kimmel Bogrette Architecture as part of the Annex Long Term Use Study,Howard J. Springsteen,Aye
2024-02-26,32501,8:10 p.m. - 8:25 p.m. Request approval of additional spending with Kimmel Bogrette Architecture as part of the Annex Long Term Use Study,Linda Colbert,Aye
2024-02-26,32502,"8:25 p.m. - 8:40 p.m. Request to Direct the Town Clerk to advertise a Notice of Intent to Adopt Text Amendments Related to Preserving and Enhancing Tree Canopy in Chapters 17, 18 and 27",Sandra Allen,Aye
2024-02-26,32502,"8:25 p.m. - 8:40 p.m. Request to Direct the Town Clerk to advertise a Notice of Intent to Adopt Text Amendments Related to Preserving and Enhancing Tree Canopy in Chapters 17, 18 and 27",Chuck Anderson,Aye
2024-02-26,32502,"8:25 p.m. - 8:40 p.m. Request to Direct the Town Clerk to advertise a Notice of Intent to Adopt Text Amendments Related to Preserving and Enhancing Tree Canopy in Chapters 17, 18 and 27",Roy Baldwin,Aye
2024-02-26,32502,"8:25 p.m. - 8:40 p.m. Request to Direct the Town Clerk to advertise a Notice of Intent to Adopt Text Amendments Related to Preserving and Enhancing Tree Canopy in Chapters 17, 18 and 27",Ray Brill Jr.,Aye
2024-02-26,32502,"8:25 p.m. - 8:40 p.m. Request to Direct the Town Clerk to advertise a Notice of Intent to Adopt Text Amendments Related to Preserving and Enhancing Tree Canopy in Chapters 17, 18 and 27",Jessica Ramakis,Aye
2024-02-26,32502,"8:25 p.m. - 8:40 p.m. Request to Direct the Town Clerk to advertise a Notice of Intent to Adopt Text Amendments Related to Preserving and Enhancing Tree Canopy in Chapters 17, 18 and 27",Howard J. Springsteen,Aye
2024-02-26,32502,"8:25 p.m. - 8:40 p.m. Request to Direct the Town Clerk to advertise a Notice of Intent to Adopt Text Amendments Related to Preserving and Enhancing Tree Canopy in Chapters 17, 18 and 27",Linda Colbert,Aye
2024-02-26,32506,Meeting Adjournment,Sandra Allen,Aye
2024-02-26,32506,Meeting Adjournment,Chuck Anderson,Aye
2024-02-26,32506,Meeting Adjournment,Roy Baldwin,Aye
2024-02-26,32506,Meeting Adjournment,Ray Brill Jr.,Aye
2024-02-26,32506,Meeting Adjournment,Jessica Ramakis,Aye
2024-02-26,32506,Meeting Adjournment,Howard J. Springsteen,Aye
2024-02-26,32506,Meeting Adjournment,Linda Colbert,Aye
2024-02-05,32358,Closed Session Report,Sandra Allen,Aye
2024-02-05,32358,Closed Session Report,Chuck Anderson,Aye
2024-02-05,32358,Closed Session Report,Roy Baldwin,Aye
2024-02-05,32358,Closed Session Report,Ray Brill Jr.,Aye
2024-02-05,32358,Closed Session Report,Jessica Ramakis,Aye
2024-02-05,32358,Closed Session Report,Howard J. Springsteen,Aye
2024-02-05,32358,Closed Session Report,Linda Colbert,Aye
2024-02-05,32365,"Request to Direct the Town Clerk to advertise a Notice of Intent to Adopt Text Amendments Related to Preserving and Enhancing Tree Canopy in Chapters 17, 18 and 27",Sandra Allen,Aye
2024-02-05,32365,"Request to Direct the Town Clerk to advertise a Notice of Intent to Adopt Text Amendments Related to Preserving and Enhancing Tree Canopy in Chapters 17, 18 and 27",Chuck Anderson,Aye
2024-02-05,32365,"Request to Direct the Town Clerk to advertise a Notice of Intent to Adopt Text Amendments Related to Preserving and Enhancing Tree Canopy in Chapters 17, 18 and 27",Roy Baldwin,Aye
2024-02-05,32365,"Request to Direct the Town Clerk to advertise a Notice of Intent to Adopt Text Amendments Related to Preserving and Enhancing Tree Canopy in Chapters 17, 18 and 27",Ray Brill Jr.,Aye
2024-02-05,32365,"Request to Direct the Town Clerk to advertise a Notice of Intent to Adopt Text Amendments Related to Preserving and Enhancing Tree Canopy in Chapters 17, 18 and 27",Jessica Ramakis,Aye
2024-02-05,32365,"Request to Direct the Town Clerk to advertise a Notice of Intent to Adopt Text Amendments Related to Preserving and Enhancing Tree Canopy in Chapters 17, 18 and 27",Howard J. Springsteen,Aye
2024-02-05,32365,"Request to Direct the Town Clerk to advertise a Notice of Intent to Adopt Text Amendments Related to Preserving and Enhancing Tree Canopy in Chapters 17, 18 and 27",Linda Colbert,Aye
2024-02-05,32366,"Request for approval of final plat for subdivision of two lots into three lots at 445 and 447 Courthouse Rd SW in the RS-16, Single-Family Detached Residential zone. Deferred from January 29, 2024.",Sandra Allen,Nay
2024-02-05,32366,"Request for approval of final plat for subdivision of two lots into three lots at 445 and 447 Courthouse Rd SW in the RS-16, Single-Family Detached Residential zone. Deferred from January 29, 2024.",Chuck Anderson,Aye
2024-02-05,32366,"Request for approval of final plat for subdivision of two lots into three lots at 445 and 447 Courthouse Rd SW in the RS-16, Single-Family Detached Residential zone. Deferred from January 29, 2024.",Roy Baldwin,Aye
2024-02-05,32366,"Request for approval of final plat for subdivision of two lots into three lots at 445 and 447 Courthouse Rd SW in the RS-16, Single-Family Detached Residential zone. Deferred from January 29, 2024.",Ray Brill Jr.,Nay
2024-02-05,32366,"Request for approval of final plat for subdivision of two lots into three lots at 445 and 447 Courthouse Rd SW in the RS-16, Single-Family Detached Residential zone. Deferred from January 29, 2024.",Jessica Ramakis,Aye
2024-02-05,32366,"Request for approval of final plat for subdivision of two lots into three lots at 445 and 447 Courthouse Rd SW in the RS-16, Single-Family Detached Residential zone. Deferred from January 29, 2024.",Howard J. Springsteen,Aye
2024-02-05,32366,"Request for approval of final plat for subdivision of two lots into three lots at 445 and 447 Courthouse Rd SW in the RS-16, Single-Family Detached Residential zone. Deferred from January 29, 2024.",Linda Colbert,Aye
2024-01-29,32315,Closed Session Report,Sandra Allen,Aye
2024-01-29,32315,Closed Session Report,Chuck Anderson,Aye
2024-01-29,32315,Closed Session Report,Roy Baldwin,Aye
2024-01-29,32315,Closed Session Report,Ray Brill Jr.,Aye
2024-01-29,32315,Closed Session Report,Jessica Ramakis,Aye
2024-01-29,32315,Closed Session Report,Howard J. Springsteen,Aye
2024-01-29,32315,Closed Session Report,Linda Colbert,Aye
2024-01-29,32309,8:20 p.m. - 8:25 p.m. - Request to Direct the Town Clerk to advertise a Notice of Intent to Adopt the Minor Amendments to the Town Code (Change Time of Council Meetings to 7:30 p.m.) and approve a resolution to set the start time for all regular Town Council meetings for all Town Council 2024 Regular and work session meetings to start at 7:30 p.m.”,Sandra Allen,Aye
2024-01-29,32309,8:20 p.m. - 8:25 p.m. - Request to Direct the Town Clerk to advertise a Notice of Intent to Adopt the Minor Amendments to the Town Code (Change Time of Council Meetings to 7:30 p.m.) and approve a resolution to set the start time for all regular Town Council meetings for all Town Council 2024 Regular and work session meetings to start at 7:30 p.m.”,Chuck Anderson,Aye
2024-01-29,32309,8:20 p.m. - 8:25 p.m. - Request to Direct the Town Clerk to advertise a Notice of Intent to Adopt the Minor Amendments to the Town Code (Change Time of Council Meetings to 7:30 p.m.) and approve a resolution to set the start time for all regular Town Council meetings for all Town Council 2024 Regular and work session meetings to start at 7:30 p.m.”,Roy Baldwin,Aye
2024-01-29,32309,8:20 p.m. - 8:25 p.m. - Request to Direct the Town Clerk to advertise a Notice of Intent to Adopt the Minor Amendments to the Town Code (Change Time of Council Meetings to 7:30 p.m.) and approve a resolution to set the start time for all regular Town Council meetings for all Town Council 2024 Regular and work session meetings to start at 7:30 p.m.”,Ray Brill Jr.,Aye
